1,11,632,3665,3666,16,508,633,3667,3668,3669,508,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9250689744949341,0.5,0,1
0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5047214031219482,0.5,0,1
0,7,1270,99,239,46,2492,509,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6908133625984192,0.5,0,1
1,14,3670,470,15,350,299,1271,3671,2493,2494,2495,23,96,12,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231088362634182,0.7144999999999999,1,0
1,4,1515,33,316,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5047350525856018,0.5,1,0
1,5,193,2496,1892,115,3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5048596858978271,0.453,1,0
0,20,15,1516,2497,2498,351,542,1517,285,1893,3673,194,1893,107,3674,1893,780,2499,180,251,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4452213644981384,0.5,0,1
1,3,185,116,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5048800706863403,0.5,0,1
1,2,19,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5090354084968567,0.5,0,1
1,1,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5047350525856018,0.5,0,1
0,10,1272,3675,3676,2500,3677,3678,3679,1273,634,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52152019739151,0.5,0,1
0,17,5,123,55,41,1518,543,70,123,158,168,3,142,544,707,70,1519,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07313745351712e-08,0.5,0,1
0,8,872,32,268,441,708,510,471,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998322069644928,0.5,0,1
1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5048251152038574,0.5755,1,0
1,10,300,545,14,2501,3681,55,580,3682,1520,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.115844826126704e-06,0.5,0,1
0,16,581,412,352,1521,2502,3683,2503,1274,269,442,3684,3685,100,3686,546,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02014672197401524,0.5,0,1
0,23,4,1895,42,1117,1896,977,2504,2505,286,873,1118,215,2506,15,781,874,635,3687,215,18,5,582,26,0,0,0,0,0,0,0,0,0,0,0,2.3019306354399305e-06,0.5,0,1
0,12,49,3688,978,1522,979,22,195,1523,120,1524,203,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6739329566917151e-06,0.488,1,0
1,14,3689,186,636,875,111,709,2507,73,2508,1119,318,1525,3690,3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8982750177383423,0.5,0,1
0,7,1520,3692,21,31,353,980,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5046235918998718,0.5,0,1
0,8,1275,583,112,352,17,14,270,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08423691987991333,0.5,0,1
0,2,121,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5047239065170288,0.5,0,1
1,4,3693,319,1897,3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30636775493621826,0.588,1,0
1,4,96,66,584,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5047565102577211,0.5,1,0
0,3,17,124,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5069623589515686,0.5,0,1
0,9,982,33,27,637,57,1271,3695,1526,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006241596303880215,0.5,0,1
0,3,39,2510,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108029882539995,0.5,0,1
1,6,1120,51,511,638,16,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7741052943165414e-05,0.5,0,1
0,8,782,185,253,1276,443,47,1528,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028978006914258007,0.5,0,1
1,15,108,35,254,336,127,3696,29,1529,181,49,876,112,3697,783,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011250991519773379,0.5,0,1
0,10,1278,585,15,42,15,877,143,86,23,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4499375224113464,0.5,0,1
0,25,103,784,2511,11,635,89,3698,16,547,3699,3700,3701,2512,3702,1898,512,2513,122,1530,287,1531,710,1898,10,288,0,0,0,0,0,0,0,0,0,0.0006531926919706166,0.5,0,1
1,8,7,2514,19,711,712,1899,3703,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4243764281272888,0.5385,1,0
